year,class,emirate,nationality,guests,nights
2003,5 star, Umm Al-Qiwain,Jordan,215,402
2003,4 star, Umm Al-Qiwain,Jordan,166,314
2003,3 star , Umm Al-Qiwain,Jordan,0,0
2003,2 star, Umm Al-Qiwain,Jordan,180,3041
2003,5 star,  Ras Al Khaima & Fujeira ,Jordan,247,585
2003,4 star,  Ras Al Khaima & Fujeira ,Jordan,637,1495
2003,3 star ,  Ras Al Khaima & Fujeira ,Jordan,284,533
2003,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
2002,5 star,abu dhabi,Jordan,4417,9297
2002,4 star,abu dhabi,Jordan,7417,25405
2002,3 star ,abu dhabi,Jordan,495,710
2002,2 star,abu dhabi,Jordan,0,0
2002,5 star,dubai,Jordan,18910,37380
2002,4 star,dubai,Jordan,8651,17457
2002,3 star ,dubai,Jordan,16451,31802
2002,2 star,dubai,Jordan,3818,7948
2002,5 star,sharjah and Ajman,Jordan,5648,9524
2002,4 star,sharjah and Ajman,Jordan,3711,9444
2002,3 star ,sharjah and Ajman,Jordan,1103,2320
2002,2 star,sharjah and Ajman,Jordan,283,784
2002,5 star, Umm Al-Qiwain,Jordan,404,727
2002,4 star, Umm Al-Qiwain,Jordan,132,175
2002,3 star , Umm Al-Qiwain,Jordan,0,0
2002,2 star, Umm Al-Qiwain,Jordan,200,2512
2002,5 star,  Ras Al Khaima & Fujeira ,Jordan,483,767
2002,4 star,  Ras Al Khaima & Fujeira ,Jordan,571,1199
2002,3 star ,  Ras Al Khaima & Fujeira ,Jordan,446,1517
2002,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
2001,5 star,abu dhabi,Jordan,2838,7400
2001,4 star,abu dhabi,Jordan,7022,25194
2001,3 star ,abu dhabi,Jordan,407,653
2001,2 star,abu dhabi,Jordan,0,0
2001,5 star,dubai,Jordan,13935,26620
2001,4 star,dubai,Jordan,9823,19927
2001,3 star ,dubai,Jordan,9761,20122
2001,2 star,dubai,Jordan,3737,8370
2001,5 star,sharjah and Ajman,Jordan,5544,9731
2001,4 star,sharjah and Ajman,Jordan,4280,10391
2001,3 star ,sharjah and Ajman,Jordan,0,0
2001,2 star,sharjah and Ajman,Jordan,0,0
2001,5 star, Umm Al-Qiwain,Jordan,0,0
2001,4 star, Umm Al-Qiwain,Jordan,371,3522
2001,3 star , Umm Al-Qiwain,Jordan,0,0
2001,2 star, Umm Al-Qiwain,Jordan,0,0
2001,5 star,  Ras Al Khaima & Fujeira ,Jordan,259,429
2001,4 star,  Ras Al Khaima & Fujeira ,Jordan,585,1122
2001,3 star ,  Ras Al Khaima & Fujeira ,Jordan,282,772
2001,2 star,  Ras Al Khaima & Fujeira ,Jordan,0,0
2000,5 star,abu dhabi,Jordan,2634,9254
2000,4 star,abu dhabi,Jordan,6057,27025
2000,3 star ,abu dhabi,Jordan,405,668
2000,2 star,abu dhabi,Jordan,0,0
2000,5 star,dubai,Jordan,13670,31479
2000,4 star,dubai,Jordan,8119,14150
2000,3 star ,dubai,Jordan,11101,22432
2000,2 star,dubai,Jordan,4976,8833
2000,5 star,sharjah,Jordan,2837,6356
2000,4 star,sharjah,Jordan,4244,137762
2000,3 star ,sharjah,Jordan,0,0
2000,2 star,sharjah,Jordan,0,0
1999,5 star,abu dhabi,Jordan,2729,6577
1999,4 star,abu dhabi,Jordan,5992,33933
1999,3 star ,abu dhabi,Jordan,522,966
1999,2 star,abu dhabi,Jordan,0,0
1999,5 star,dubai,Jordan,12737,27381
1999,4 star,dubai,Jordan,9931,19257
1999,3 star ,dubai,Jordan,2647,6751
1999,2 star,dubai,Jordan,3552,6193
1999,5 star,sharjah,Jordan,6023,9728
1999,4 star,sharjah,Jordan,3255,12738
1999,3 star ,sharjah,Jordan,0,0
1999,2 star,sharjah,Jordan,0,0
1998,5 star,abu dhabi,Jordan,1689,5275
1998,4 star,abu dhabi,Jordan,5036,24271
1998,3 star ,abu dhabi,Jordan,613,1560
1998,2 star,abu dhabi,Jordan,0,0
1998,5 star,dubai,Jordan,10775,23548
1998,4 star,dubai,Jordan,4629,11596
1998,3 star ,dubai,Jordan,2739,5132
1998,2 star,dubai,Jordan,3638,7828
1998,5 star,sharjah,Jordan,5602,10383
1998,4 star,sharjah,Jordan,2684,9611
1998,3 star ,sharjah,Jordan,0,0
1998,2 star,sharjah,Jordan,0,0
1997,5 star,abu dhabi,Jordan,2355,6366
1997,4 star,abu dhabi,Jordan,4284,49213
1997,3 star ,abu dhabi,Jordan,462,1072
1997,2 star,abu dhabi,Jordan,0,0
1997,5 star,dubai,Jordan,5378,12049
1997,4 star,dubai,Jordan,3543,7954
1997,3 star ,dubai,Jordan,1745,3557
1997,2 star,dubai,Jordan,3319,6349
1997,5 star,sharjah,Jordan,4960,9861
1997,4 star,sharjah,Jordan,2099,8663
1997,3 star ,sharjah,Jordan,0,0
1997,2 star,sharjah,Jordan,0,0
1996,5 star,abu dhabi,Jordan,3071,7834
1996,4 star,abu dhabi,Jordan,4019,15970
1996,3 star ,abu dhabi,Jordan,426,800
1996,2 star,abu dhabi,Jordan,0,0
1996,5 star,dubai,Jordan,5445,11674
1996,4 star,dubai,Jordan,2121,5836
1996,3 star ,dubai,Jordan,1629,3177
1996,2 star,dubai,Jordan,3261,5681
1996,5 star,sharjah,Jordan,5124,10007
1996,4 star,sharjah,Jordan,1393,6066
1996,3 star ,sharjah,Jordan,0,0
1996,2 star,sharjah,Jordan,0,0
1995,5 star,abu dhabi,Syria,3555,6707
1995,4 star,abu dhabi,Syria,2633,12878
1995,3 star ,abu dhabi,Syria,460,726
1995,2 star,abu dhabi,Syria,0,0
1995,5 star,dubai,Syria,2336,5124
1995,4 star,dubai,Syria,3759,6352
1995,3 star ,dubai,Syria,1388,2366
1995,2 star,dubai,Syria,3672,8982
1995,5 star,sharjah,Syria,1087,4591
1995,4 star,sharjah,Syria,3425,12625
1995,3 star ,sharjah,Syria,0,0
1995,2 star,sharjah,Syria,0,0
1995,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1995,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1995,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1995,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1995,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1995,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1995,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1995,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1994,5 star,abu dhabi,Syria,3883,6686
1994,4 star,abu dhabi,Syria,1860,10782
1994,3 star ,abu dhabi,Syria,511,840
1994,2 star,abu dhabi,Syria,0,0
1994,5 star,dubai,Syria,1622,3732
1994,4 star,dubai,Syria,5900,10812
1994,3 star ,dubai,Syria,947,1943
1994,2 star,dubai,Syria,2942,6397
1994,5 star,sharjah,Syria,2949,8123
1994,4 star,sharjah,Syria,1037,10849
1994,3 star ,sharjah,Syria,0,0
1994,2 star,sharjah,Syria,0,0
1994,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1994,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1994,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1994,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1994,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1994,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1994,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1994,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1993,5 star,abu dhabi,Syria,3472,5968
1993,4 star,abu dhabi,Syria,1587,9315
1993,3 star ,abu dhabi,Syria,397,876
1993,2 star,abu dhabi,Syria,0,0
1993,5 star,dubai,Syria,1085,2830
1993,4 star,dubai,Syria,1730,7400
1993,3 star ,dubai,Syria,690,1840
1993,2 star,dubai,Syria,1939,4070
1993,5 star,sharjah,Syria,2549,7144
1993,4 star,sharjah,Syria,1160,9224
1993,3 star ,sharjah,Syria,0,0
1993,2 star,sharjah,Syria,0,0
1993,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1993,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1993,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1993,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1993,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1993,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1993,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1993,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1992,5 star,abu dhabi,Syria,3889,7641
1992,4 star,abu dhabi,Syria,1772,14433
1992,3 star ,abu dhabi,Syria,483,890
1992,2 star,abu dhabi,Syria,0,0
1992,5 star,dubai,Syria,1531,3243
1992,4 star,dubai,Syria,1332,9732
1992,3 star ,dubai,Syria,499,1435
1992,2 star,dubai,Syria,3019,5776
1992,5 star,sharjah,Syria,3212,9393
1992,4 star,sharjah,Syria,1206,8283
1992,3 star ,sharjah,Syria,0,0
1992,2 star,sharjah,Syria,0,0
1992,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1992,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1992,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1992,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1992,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1992,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1992,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1992,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1991,5 star,abu dhabi,Syria,2945,6135
1991,4 star,abu dhabi,Syria,1388,13233
1991,3 star ,abu dhabi,Syria,408,668
1991,2 star,abu dhabi,Syria,0,0
1991,5 star,dubai,Syria,1005,2638
1991,4 star,dubai,Syria,808,7101
1991,3 star ,dubai,Syria,391,1258
1991,2 star,dubai,Syria,1547,2587
1991,5 star,sharjah,Syria,3008,9073
1991,4 star,sharjah,Syria,812,6241
1991,3 star ,sharjah,Syria,0,0
1991,2 star,sharjah,Syria,0,0
1991,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1991,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1991,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1991,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1991,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1991,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1991,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1991,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1990,5 star,abu dhabi,Syria,2957,5412
1990,4 star,abu dhabi,Syria,1457,13513
1990,3 star ,abu dhabi,Syria,320,514
1990,2 star,abu dhabi,Syria,0,0
1990,5 star,dubai,Syria,1023,2179
1990,4 star,dubai,Syria,1146,7673
1990,3 star ,dubai,Syria,550,1389
1990,2 star,dubai,Syria,649,1494
1990,5 star,sharjah,Syria,3224,8996
1990,4 star,sharjah,Syria,1058,10142
1990,3 star ,sharjah,Syria,0,0
1990,2 star,sharjah,Syria,0,0
1990,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1990,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1990,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1990,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1990,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1990,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1990,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1990,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1989,5 star,abu dhabi,Syria,3239,5821
1989,4 star,abu dhabi,Syria,1298,7404
1989,3 star ,abu dhabi,Syria,0,0
1989,2 star,abu dhabi,Syria,0,0
1989,5 star,dubai,Syria,1471,3297
1989,4 star,dubai,Syria,1205,6454
1989,3 star ,dubai,Syria,434,1342
1989,2 star,dubai,Syria,576,1909
1989,5 star,sharjah,Syria,3104,9246
1989,4 star,sharjah,Syria,1138,12309
1989,3 star ,sharjah,Syria,0,0
1989,2 star,sharjah,Syria,0,0
1989,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1989,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1989,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1989,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1989,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1989,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1989,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1989,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1988,5 star,abu dhabi,Syria,3946,7232
1988,4 star,abu dhabi,Syria,1131,6120
1988,3 star ,abu dhabi,Syria,0,0
1988,2 star,abu dhabi,Syria,0,0
1988,5 star,dubai,Syria,1501,4539
1988,4 star,dubai,Syria,1089,5740
1988,3 star ,dubai,Syria,369,1056
1988,2 star,dubai,Syria,114,170
1988,5 star,sharjah,Syria,3373,9080
1988,4 star,sharjah,Syria,1008,12805
1988,3 star ,sharjah,Syria,0,0
1988,2 star,sharjah,Syria,0,0
1988,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1988,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1988,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1988,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1988,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1988,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1988,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1988,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1987,5 star,abu dhabi,Syria,2623,4711
1987,4 star,abu dhabi,Syria,1499,10665
1987,3 star ,abu dhabi,Syria,0,0
1987,2 star,abu dhabi,Syria,0,0
1987,5 star,dubai,Syria,1210,3620
1987,4 star,dubai,Syria,1207,2274
1987,3 star ,dubai,Syria,173,381
1987,2 star,dubai,Syria,13,16
1987,5 star,sharjah,Syria,3153,8725
1987,4 star,sharjah,Syria,630,8787
1987,3 star ,sharjah,Syria,0,0
1987,2 star,sharjah,Syria,0,0
1987,5 star, Ajman and Umm Al-Qiwain,Syria,0,0
1987,4 star, Ajman and Umm Al-Qiwain,Syria,0,0
1987,3 star , Ajman and Umm Al-Qiwain,Syria,0,0
1987,2 star, Ajman and Umm Al-Qiwain,Syria,0,0
1987,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1987,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1987,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1987,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1986,5 star,abu dhabi,Syria,2113,3613
1986,4 star,abu dhabi,Syria,891,6538
1986,3 star ,abu dhabi,Syria,0,0
1986,2 star,abu dhabi,Syria,0,0
1986,5 star,dubai,Syria,1219,3359
1986,4 star,dubai,Syria,693,1910
1986,3 star ,dubai,Syria,209,437
1986,2 star,dubai,Syria,58,105
1986,5 star,sharjah and Ajman,Syria,3124,8653
1986,4 star,sharjah and Ajman,Syria,658,7248
1986,3 star ,sharjah and Ajman,Syria,0,0
1986,2 star,sharjah and Ajman,Syria,0,0
1986,5 star, Umm Al-Qiwain,Syria,0,0
1986,4 star, Umm Al-Qiwain,Syria,0,0
1986,3 star , Umm Al-Qiwain,Syria,0,0
1986,2 star, Umm Al-Qiwain,Syria,0,0
1986,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1986,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1986,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1986,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1985,5 star,abu dhabi,Syria,866,2171
1985,4 star,abu dhabi,Syria,724,4244
1985,3 star ,abu dhabi,Syria,0,0
1985,2 star,abu dhabi,Syria,0,0
1985,5 star,dubai,Syria,1495,3678
1985,4 star,dubai,Syria,555,2414
1985,3 star ,dubai,Syria,89,554
1985,2 star,dubai,Syria,27,332
1985,5 star,sharjah and Ajman,Syria,651,1672
1985,4 star,sharjah and Ajman,Syria,387,3756
1985,3 star ,sharjah and Ajman,Syria,0,0
1985,2 star,sharjah and Ajman,Syria,0,0
1985,5 star, Umm Al-Qiwain,Syria,0,0
1985,4 star, Umm Al-Qiwain,Syria,0,0
1985,3 star , Umm Al-Qiwain,Syria,0,0
1985,2 star, Umm Al-Qiwain,Syria,0,0
1985,5 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1985,4 star,  Ras Al Khaima & Fujeira ,Syria,0,0
1985,3 star ,  Ras Al Khaima & Fujeira ,Syria,0,0
1985,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
2005,5 star,abu dhabi,Syria,7820,13178
2005,4 star,abu dhabi,Syria,8244,18948
2005,3 star ,abu dhabi,Syria,1151,1654
2005,2 star,abu dhabi,Syria,-,-
2005,5 star,dubai,Syria,7667,14935
2005,4 star,dubai,Syria,8738,20102
2005,3 star ,dubai,Syria,15860,37027
2005,2 star,dubai,Syria,6326,13366
2005,5 star,sharjah and Ajman,Syria,4599,12863
2005,4 star,sharjah and Ajman,Syria,2573,6048
2005,3 star ,sharjah and Ajman,Syria,996,5377
2005,2 star,sharjah and Ajman,Syria,393,855
2005,5 star, Umm Al-Qiwain,Syria,87,90
2005,4 star, Umm Al-Qiwain,Syria,71,183
2005,3 star , Umm Al-Qiwain,Syria,-,-
2005,2 star, Umm Al-Qiwain,Syria,1070,5165
2005,5 star,  Ras Al Khaima & Fujeira ,Syria,144,264
2005,4 star,  Ras Al Khaima & Fujeira ,Syria,464,1503
2005,3 star ,  Ras Al Khaima & Fujeira ,Syria,286,649
2005,2 star,  Ras Al Khaima & Fujeira ,Syria,-,-
2004,5 star,abu dhabi,Syria,6590,11066
2004,4 star,abu dhabi,Syria,7232,21924
2004,3 star ,abu dhabi,Syria,681,1184
2004,2 star,abu dhabi,Syria,-,-
2004,5 star,dubai,Syria,6265,13786
2004,4 star,dubai,Syria,7772,17340
2004,3 star ,dubai,Syria,18277,43096
2004,2 star,dubai,Syria,5443,10491
2004,5 star,sharjah and Ajman,Syria,3472,9480
2004,4 star,sharjah and Ajman,Syria,2007,4858
2004,3 star ,sharjah and Ajman,Syria,857,2956
2004,2 star,sharjah and Ajman,Syria,210,487
2004,5 star, Umm Al-Qiwain,Syria,111,179
2004,4 star, Umm Al-Qiwain,Syria,-,-
2004,3 star , Umm Al-Qiwain,Syria,-,-
2004,2 star, Umm Al-Qiwain,Syria,334,3184
2004,5 star,  Ras Al Khaima & Fujeira ,Syria,133,219
2004,4 star,  Ras Al Khaima & Fujeira ,Syria,433,1897
2004,3 star ,  Ras Al Khaima & Fujeira ,Syria,211,610
2004,2 star,  Ras Al Khaima & Fujeira ,Syria,-,-
2003,5 star,abu dhabi,Syria,5077,9331
2003,4 star,abu dhabi,Syria,6115,17806
2003,3 star ,abu dhabi,Syria,433,714
2003,2 star,abu dhabi,Syria,0,0
2003,5 star,dubai,Syria,6967,14019
2003,4 star,dubai,Syria,8533,17789
2003,3 star ,dubai,Syria,16215,36243
2003,2 star,dubai,Syria,5479,9630
2003,5 star,sharjah and Ajman,Syria,4381,11337
2003,4 star,sharjah and Ajman,Syria,4622,10958
2003,3 star ,sharjah and Ajman,Syria,934,2521
2003,2 star,sharjah and Ajman,Syria,243,770
2003,5 star, Umm Al-Qiwain,Syria,127,213
2003,4 star, Umm Al-Qiwain,Syria,21,89
2003,3 star , Umm Al-Qiwain,Syria,0,0
2003,2 star, Umm Al-Qiwain,Syria,136,3028
2003,5 star,  Ras Al Khaima & Fujeira ,Syria,131,207
2003,4 star,  Ras Al Khaima & Fujeira ,Syria,346,1208
2003,3 star ,  Ras Al Khaima & Fujeira ,Syria,344,795
2003,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
2002,5 star,abu dhabi,Syria,3757,7067
2002,4 star,abu dhabi,Syria,6418,18596
2002,3 star ,abu dhabi,Syria,510,865
2002,2 star,abu dhabi,Syria,0,0
2002,5 star,dubai,Syria,6336,12164
2002,4 star,dubai,Syria,5635,11434
2002,3 star ,dubai,Syria,14687,33122
2002,2 star,dubai,Syria,4981,7942
2002,5 star,sharjah and Ajman,Syria,4429,10931
2002,4 star,sharjah and Ajman,Syria,4405,9431
2002,3 star ,sharjah and Ajman,Syria,814,1581
2002,2 star,sharjah and Ajman,Syria,330,756
2002,5 star, Umm Al-Qiwain,Syria,138,272
2002,4 star, Umm Al-Qiwain,Syria,97,190
2002,3 star , Umm Al-Qiwain,Syria,0,0
2002,2 star, Umm Al-Qiwain,Syria,179,2135
2002,5 star,  Ras Al Khaima & Fujeira ,Syria,212,396
2002,4 star,  Ras Al Khaima & Fujeira ,Syria,381,2012
2002,3 star ,  Ras Al Khaima & Fujeira ,Syria,527,2562
2002,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
2001,5 star,abu dhabi,Syria,2346,4796
2001,4 star,abu dhabi,Syria,4826,16639
2001,3 star ,abu dhabi,Syria,591,981
2001,2 star,abu dhabi,Syria,0,0
2001,5 star,dubai,Syria,5203,10217
2001,4 star,dubai,Syria,6874,13334
2001,3 star ,dubai,Syria,9098,21161
2001,2 star,dubai,Syria,4819,8946
2001,5 star,sharjah and Ajman,Syria,4139,9897
2001,4 star,sharjah and Ajman,Syria,5079,10998
2001,3 star ,sharjah and Ajman,Syria,0,0
2001,2 star,sharjah and Ajman,Syria,0,0
2001,5 star, Umm Al-Qiwain,Syria,0,0
2001,4 star, Umm Al-Qiwain,Syria,195,1953
2001,3 star , Umm Al-Qiwain,Syria,0,0
2001,2 star, Umm Al-Qiwain,Syria,0,0
2001,5 star,  Ras Al Khaima & Fujeira ,Syria,217,327
2001,4 star,  Ras Al Khaima & Fujeira ,Syria,500,1577
2001,3 star ,  Ras Al Khaima & Fujeira ,Syria,290,666
2001,2 star,  Ras Al Khaima & Fujeira ,Syria,0,0
2000,5 star,abu dhabi,Syria,2180,4740
2000,4 star,abu dhabi,Syria,4387,18879
2000,3 star ,abu dhabi,Syria,663,1220
2000,2 star,abu dhabi,Syria,0,0
2000,5 star,dubai,Syria,4570,10155
2000,4 star,dubai,Syria,5221,10110
2000,3 star ,dubai,Syria,9969,22093
2000,2 star,dubai,Syria,6772,11382
2000,5 star,sharjah,Syria,4541,10848
2000,4 star,sharjah,Syria,3900,14866
2000,3 star ,sharjah,Syria,0,0
2000,2 star,sharjah,Syria,0,0
1999,5 star,abu dhabi,Syria,1494,2900
1999,4 star,abu dhabi,Syria,3532,15126
1999,3 star ,abu dhabi,Syria,866,1882
1999,2 star,abu dhabi,Syria,0,0
1999,5 star,dubai,Syria,7240,15013
1999,4 star,dubai,Syria,7270,16365
1999,3 star ,dubai,Syria,2155,5733
1999,2 star,dubai,Syria,5180,8214
1999,5 star,sharjah,Syria,4120,9992
1999,4 star,sharjah,Syria,3851,13050
1999,3 star ,sharjah,Syria,0,0
1999,2 star,sharjah,Syria,0,0
1998,5 star,abu dhabi,Syria,1354,4799
1998,4 star,abu dhabi,Syria,3177,15967
1998,3 star ,abu dhabi,Syria,612,1057
1998,2 star,abu dhabi,Syria,0,0
1998,5 star,dubai,Syria,6179,14157
1998,4 star,dubai,Syria,4196,9396
1998,3 star ,dubai,Syria,2279,5348
1998,2 star,dubai,Syria,6158,10651
1998,5 star,sharjah,Syria,3491,8959
1998,4 star,sharjah,Syria,2312,8780
1998,3 star ,sharjah,Syria,0,0
1998,2 star,sharjah,Syria,0,0
1997,5 star,abu dhabi,Syria,2834,5480
1997,4 star,abu dhabi,Syria,2717,15041
1997,3 star ,abu dhabi,Syria,748,1279
1997,2 star,abu dhabi,Syria,0,0
1997,5 star,dubai,Syria,3397,7090
1997,4 star,dubai,Syria,2935,8053
1997,3 star ,dubai,Syria,2113,4962
1997,2 star,dubai,Syria,8168,16238
1997,5 star,sharjah,Syria,3063,8402
1997,4 star,sharjah,Syria,1497,8183
1997,3 star ,sharjah,Syria,0,0
1997,2 star,sharjah,Syria,0,0
1996,5 star,abu dhabi,Syria,3260,6800
1996,4 star,abu dhabi,Syria,2723,17096
1996,3 star ,abu dhabi,Syria,523,795
1996,2 star,abu dhabi,Syria,0,0
1996,5 star,dubai,Syria,3593,7914
1996,4 star,dubai,Syria,2499,5350
1996,3 star ,dubai,Syria,1977,6661
1996,2 star,dubai,Syria,5933,9561
1996,5 star,sharjah,Syria,2873,8621
1996,4 star,sharjah,Syria,1936,5399
1996,3 star ,sharjah,Syria,0,0
1996,2 star,sharjah,Syria,0,0
1995,5 star,abu dhabi,Iraq,122,345
1995,4 star,abu dhabi,Iraq,253,1055
1995,3 star ,abu dhabi,Iraq,59,76
1995,2 star,abu dhabi,Iraq,0,0
1995,5 star,dubai,Iraq,277,471
1995,4 star,dubai,Iraq,79,193
1995,3 star ,dubai,Iraq,75,155
1995,2 star,dubai,Iraq,202,533
1995,5 star,sharjah,Iraq,92,599
1995,4 star,sharjah,Iraq,193,809
1995,3 star ,sharjah,Iraq,0,0
1995,2 star,sharjah,Iraq,0,0
1995,5 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1995,4 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1995,3 star , Ajman and Umm Al-Qiwain,Iraq,0,0
1995,2 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1995,5 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1995,4 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1995,3 star ,  Ras Al Khaima & Fujeira ,Iraq,0,0
1995,2 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1994,5 star,abu dhabi,Iraq,121,265
1994,4 star,abu dhabi,Iraq,216,974
1994,3 star ,abu dhabi,Iraq,59,170
1994,2 star,abu dhabi,Iraq,0,0
1994,5 star,dubai,Iraq,193,342
1994,4 star,dubai,Iraq,124,332
1994,3 star ,dubai,Iraq,62,129
1994,2 star,dubai,Iraq,164,381
1994,5 star,sharjah,Iraq,147,312
1994,4 star,sharjah,Iraq,153,1291
1994,3 star ,sharjah,Iraq,0,0
1994,2 star,sharjah,Iraq,0,0
1994,5 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1994,4 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1994,3 star , Ajman and Umm Al-Qiwain,Iraq,0,0
1994,2 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1994,5 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1994,4 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1994,3 star ,  Ras Al Khaima & Fujeira ,Iraq,0,0
1994,2 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1993,5 star,abu dhabi,Iraq,134,528
1993,4 star,abu dhabi,Iraq,168,1316
1993,3 star ,abu dhabi,Iraq,95,157
1993,2 star,abu dhabi,Iraq,0,0
1993,5 star,dubai,Iraq,74,217
1993,4 star,dubai,Iraq,108,239
1993,3 star ,dubai,Iraq,86,199
1993,2 star,dubai,Iraq,68,314
1993,5 star,sharjah,Iraq,443,1408
1993,4 star,sharjah,Iraq,248,1536
1993,3 star ,sharjah,Iraq,0,0
1993,2 star,sharjah,Iraq,0,0
1993,5 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1993,4 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1993,3 star , Ajman and Umm Al-Qiwain,Iraq,0,0
1993,2 star, Ajman and Umm Al-Qiwain,Iraq,0,0
1993,5 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1993,4 star,  Ras Al Khaima & Fujeira ,Iraq,0,0
1993,3 star ,  Ras Al Khaima & Fujeira ,Iraq,0,0
